Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
at_0	cds	2400153	2400638	+	BIPKFD_11640	bfr	Bacterioferritin	RefSeq:WP_035241272.1, SO:0001217, UniParc:UPI000311E777, UniRef:UniRef100_A0A1S7QE25, UniRef:UniRef50_P49944, UniRef:UniRef90_A0A1B3P357
at_0	cds	2400684	2401148	-	BIPKFD_11645	rppH	RNA pyrophosphohydrolase	COG:COG0494, COG:V, EC:3.6.1.-, GO:0016818, SO:0001217, UniRef:UniRef50_Q8UBS8, UniRef:UniRef90_Q8UBS8
at_0	cds	2401254	2402450	-	BIPKFD_11650	yibQ	Polysaccharide deacetylase	COG:COG2861, COG:G, SO:0001217, UniRef:UniRef50_C3M9Y7, UniRef:UniRef90_A0A0X6ZV34
at_0	cds	2402514	2403842	-	BIPKFD_11655	ctpA	Carboxy-terminal-processing protease (C-terminal-processing protease)	COG:COG0793, COG:O, RefSeq:WP_035241275.1, SO:0001217, UniParc:UPI00031DBFB7, UniRef:UniRef100_F7U374, UniRef:UniRef50_A0A024IV26, UniRef:UniRef90_A0A024IV26
at_0	cds	2403832	2405238	-	BIPKFD_11660		Peptidase-M23 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2W4EF21, UniRef:UniRef90_A0A176WW98
at_0	cds	2405398	2405880	-	BIPKFD_11665	rlmH	Ribosomal RNA large subunit methyltransferase H	COG:COG1576, COG:J, EC:2.1.1.177, GO:0005737, GO:0070038, RefSeq:WP_035221851.1, SO:0001217, UniParc:UPI00045AC74F, UniRef:UniRef100_A0A024IW46, UniRef:UniRef50_Q92LB0, UniRef:UniRef90_Q8UBS4
at_0	cds	2406035	2406523	-	BIPKFD_11670	rsfS	Ribosomal silencing factor RsfS	SO:0001217, UniParc:UPI00045A9892, UniRef:UniRef100_A0A024IV95, UniRef:UniRef50_A0A2T5BAX8, UniRef:UniRef90_A0A024IV95
at_0	cds	2406593	2407156	-	BIPKFD_11675	nadD	putative nicotinate-nucleotide adenylyltransferase	COG:COG1057, COG:H, EC:2.7.7.18, GO:0004515, GO:0005524, GO:0009435, SO:0001217, UniParc:UPI00045A8F98, UniRef:UniRef100_A0A024IUG3, UniRef:UniRef50_Q8UBS2, UniRef:UniRef90_Q8UBS2
at_0	cds	2407219	2408505	-	BIPKFD_11680	proA	Gamma-glutamyl phosphate reductase	COG:COG0014, COG:E, EC:1.2.1.41, GO:0004350, GO:0005737, GO:0050661, GO:0055129, RefSeq:WP_167377501.1, SO:0001217, UniParc:UPI0009D555BB, UniRef:UniRef100_A0A543QRT6, UniRef:UniRef50_Q8UBS1, UniRef:UniRef90_Q8UBS1
at_0	cds	2408498	2409667	-	BIPKFD_11685	proB	Glutamate 5-kinase	COG:COG0263, COG:E, EC:2.7.2.11, GO:0003723, GO:0004349, GO:0005524, GO:0005737, GO:0055129, RefSeq:WP_003492672.1, SO:0001217, UniParc:UPI000216F9BE, UniRef:UniRef100_F7U380, UniRef:UniRef50_Q1MA75, UniRef:UniRef90_Q8UBS0
at_0	cds	2409664	2410731	-	BIPKFD_11690	obg	GTPase Obg	COG:COG0536, COG:DL, EC:3.6.5.-, GO:0000287, GO:0003924, GO:0005525, GO:0005737, GO:0042254, RefSeq:WP_003492674.1, SO:0001217, UniParc:UPI000216F9BF, UniRef:UniRef100_F7U381, UniRef:UniRef50_Q7CW97, UniRef:UniRef90_Q7CW97
at_0	cds	2410947	2411537	-	BIPKFD_11695	rimL	Acetyltransferase, ribosomal protein N-acetylase	COG:COG1670, COG:JO, RefSeq:WP_003492677.1, SO:0001217, UniParc:UPI000216F9C0, UniRef:UniRef100_F7U382, UniRef:UniRef50_A0A0D5LL31, UniRef:UniRef90_U4Q109
at_0	cds	2411534	2412166	-	BIPKFD_11700	rimL	GNAT family N-acetyltransferase	COG:COG1670, COG:JO, RefSeq:WP_035221861.1, SO:0001217, UniParc:UPI000459CD46, UniRef:UniRef100_A0A024IUG9, UniRef:UniRef50_A0A395L692, UniRef:UniRef90_A0A083ZHI2
at_0	cds	2412298	2412567	-	BIPKFD_11705	rpmA	50S ribosomal protein L27	COG:COG0211, COG:J, GO:0003735, GO:0005840, GO:0006412, RefSeq:WP_003492686.1, SO:0001217, UniParc:UPI0000133DF1, UniRef:UniRef100_Q8UBR6, UniRef:UniRef50_Q8YJ84, UniRef:UniRef90_Q8UBR6
at_0	cds	2412608	2412922	-	BIPKFD_11710	rplU	50S ribosomal protein L21	COG:COG0261, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, RefSeq:WP_003516451.1, SO:0001217, UniParc:UPI00000D200C, UniRef:UniRef100_Q8UBR5, UniRef:UniRef50_Q8UBR5, UniRef:UniRef90_Q8UBR5
at_0	cds	2413253	2413693	+	BIPKFD_11715		Zn-dependent protease	COG:COG3824, COG:O, RefSeq:WP_003492693.1, SO:0001217, UniParc:UPI000216F9C2, UniRef:UniRef100_A0A024IW57, UniRef:UniRef50_Q1YF12, UniRef:UniRef90_A0A2S6BN84
at_0	cds	2413715	2413921	-	BIPKFD_11720		DUF1737 domain-containing protein	COG:COG5515, COG:S, SO:0001217, UniParc:UPI000E89F98B, UniRef:UniRef100_A0A357X409, UniRef:UniRef50_A6UDX2, UniRef:UniRef90_A0A0D8KGB3
at_0	cds	2413918	2414829	-	BIPKFD_11725		Putative citrate lyase beta chain (Citrase beta chain) (Citrate (Pro-3S)-lyase beta chain) (Citryl-CoA lyase subunit) (CitE)	SO:0001217, UniRef:UniRef50_A0A1S7PQK7, UniRef:UniRef90_A0A1S7PQK7
at_0	cds	2414939	2415169	+	BIPKFD_11730		hypothetical protein	RefSeq:WP_003492699.1, SO:0001217, UniParc:UPI000216F9C5, UniRef:UniRef100_F7U388, UniRef:UniRef50_F0L4S5, UniRef:UniRef90_F0L4S5
at_0	cds	2415334	2415939	+	BIPKFD_11735	leuD	3-isopropylmalate dehydratase small subunit	COG:COG0066, COG:E, EC:4.2.1.33, GO:0003861, GO:0009082, GO:0009098, GO:0009316, RefSeq:WP_003492701.1, SO:0001217, UniParc:UPI000216F9C6, UniRef:UniRef100_F7U389, UniRef:UniRef50_Q1MA52, UniRef:UniRef90_Q8UBR0
at_0	cds	2416163	2417275	+	BIPKFD_11740	leuB	3-isopropylmalate dehydrogenase	COG:CE, COG:COG0473, EC:1.1.1.85, GO:0000287, GO:0003862, GO:0005737, GO:0009082, GO:0009098, GO:0051287, SO:0001217, UniRef:UniRef50_P24404, UniRef:UniRef90_P24404
at_0	cds	2417256	2418506	-	BIPKFD_11745	mauG	Methylamine utilization protein MauG	COG:COG1858, COG:O, SO:0001217, UniRef:UniRef50_A0A4D7DLZ8, UniRef:UniRef90_U4Q122
at_0	cds	2418736	2420052	-	BIPKFD_11750	cobB	Hydrogenobyrinate a,c-diamide synthase	RefSeq:WP_003492708.1, SO:0001217, UniParc:UPI000216F9C9, UniRef:UniRef100_F7U392, UniRef:UniRef50_Q8UBQ8, UniRef:UniRef90_F0L4S9
at_0	cds	2420049	2420837	-	BIPKFD_11755	cobA	Uroporphyrinogen III methylase	COG:COG0007, COG:H, RefSeq:WP_035241278.1, SO:0001217, UniParc:UPI000555A7AE, UniRef:UniRef100_UPI000555A7AE, UniRef:UniRef50_A0A1M7ZDI7, UniRef:UniRef90_A0A083ZHJ3
at_0	cds	2420897	2422027	+	BIPKFD_11760	cbiD	Cobalt-precorrin-5B C(1)-methyltransferase	COG:COG1903, COG:H, EC:2.1.1.195, GO:0009236, GO:0032259, GO:0043780, GO:0046140, SO:0001217, UniRef:UniRef50_Q8UBQ6, UniRef:UniRef90_Q8UBQ6
at_0	cds	2421982	2422755	-	BIPKFD_11765	cobM	Precorrin-4 C(11)-methyltransferase	COG:COG2875, COG:H, SO:0001217, UniRef:UniRef50_P9WGB0, UniRef:UniRef90_A0A6L3DU21
at_0	cds	2422752	2423171	-	BIPKFD_11770		Cobalamin biosynthesis protein	SO:0001217, UniRef:UniRef50_A0A1L9CPI2, UniRef:UniRef90_F7U396
at_0	cds	2423165	2424442	-	BIPKFD_11775	cbiE,cbiT	Precorrin-6Y C(5,15)-methyltransferase	SO:0001217, UniRef:UniRef50_P21921, UniRef:UniRef90_A0A1S7ML80
at_0	cds	2424537	2425217	+	BIPKFD_11780	cobK	Cobalt-precorrin-6x reductase	SO:0001217, UniRef:UniRef50_P21920, UniRef:UniRef90_F7U398
at_0	cds	2425184	2425945	-	BIPKFD_11785	cobJ	Precorrin-3B C(17)-methyltransferase	COG:COG1010, COG:H, SO:0001217, UniRef:UniRef50_P21640, UniRef:UniRef90_A0A083ZHJ9
at_0	cds	2425942	2426709	-	BIPKFD_11790	cobI	Precorrin-2 C(20)-methyltransferase	COG:COG2243, COG:H, RefSeq:WP_003492723.1, SO:0001217, UniParc:UPI000216F9D1, UniRef:UniRef100_F7U3A0, UniRef:UniRef50_A0A3L7JC81, UniRef:UniRef90_U4QB54
at_0	cds	2426706	2427338	-	BIPKFD_11795	cobH	Precorrin-8X methylmutase	COG:COG2082, COG:H, SO:0001217, UniRef:UniRef50_A0A0R3BTY9, UniRef:UniRef90_A0A1S9EN79
at_0	cds	2427335	2428693	-	BIPKFD_11800		Cobalamin biosynthesis associated protein	SO:0001217, UniRef:UniRef50_A0A6L3DYB7, UniRef:UniRef90_F7U3A2
at_0	cds	2428690	2432040	-	BIPKFD_11805	cobN	Cobaltochelatase subunit CobN	SO:0001217, UniRef:UniRef50_H0HRP2, UniRef:UniRef90_A0A024IV67
at_0	cds	2432137	2433174	-	BIPKFD_11810	cobW	Cobalamin biosynthesis protein CobW	COG:COG0523, COG:R, RefSeq:WP_082183247.1, SO:0001217, UniParc:UPI0009C9FF99, UniRef:UniRef100_A0A7L5BIA0, UniRef:UniRef50_P29937, UniRef:UniRef90_A0A178H6Q7
at_0	cds	2433171	2433446	-	BIPKFD_11815		DUF1636 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI00165F8F58
at_0	ncRNA-region	2433717	2433933	-			Cobalamin riboswitch	RFAM:RF00174, SO:0000035
at_0	cds	2434069	2434686	+	BIPKFD_11820	cobO	Corrinoid adenosyltransferase	COG:COG2109, COG:H, RefSeq:WP_082183250.1, SO:0001217, UniParc:UPI0009CED5C2, UniRef:UniRef100_A0A1S7QEG8, UniRef:UniRef50_C7JEX4, UniRef:UniRef90_A0A4U6AT07
at_0	cds	2434688	2436145	+	BIPKFD_11825	cobQ	Cobyric acid synthase	COG:COG1492, COG:H, GO:0003824, GO:0006541, GO:0009236, GO:0015420, SO:0001217, UniRef:UniRef50_Q8UBP3, UniRef:UniRef90_Q8UBP3
at_0	cds	2436132	2437097	-	BIPKFD_11830	cobD	Cobalamin biosynthesis protein CobD	COG:COG1270, COG:H, RefSeq:WP_003492735.1, SO:0001217, UniParc:UPI000216F9D9, UniRef:UniRef100_F7U3A8, UniRef:UniRef50_D5AV16, UniRef:UniRef90_M8ALQ9
at_0	cds	2437168	2438124	+	BIPKFD_11835		L-threonine-O-3-phosphate decarboxylase	SO:0001217, UniRef:UniRef50_A0A0J6V030, UniRef:UniRef90_F7U3A9
at_0	cds	2438125	2439402	-	BIPKFD_11840	rspA	L-fuconate dehydratase	COG:COG4948, COG:MR, RefSeq:WP_003492740.1, SO:0001217, UniParc:UPI000216F9DB, UniRef:UniRef100_F7U3B0, UniRef:UniRef50_A0A1S7QPY8, UniRef:UniRef90_A0A1S7QPY8
at_0	cds	2439439	2439768	-	BIPKFD_11845	rhaM	L-rhamnose mutarotase	COG:COG3254, COG:M, RefSeq:WP_035241291.1, SO:0001217, UniParc:UPI0002F7753F, UniRef:UniRef100_F7U3B1, UniRef:UniRef50_A0A1U9Z7G4, UniRef:UniRef90_A0A1B9SU42
at_0	cds	2439781	2440914	-	BIPKFD_11850		Altronate oxidoreductase	RefSeq:WP_003492743.1, SO:0001217, UniParc:UPI000216FB11, UniRef:UniRef100_F7U3B2, UniRef:UniRef50_B9TE50, UniRef:UniRef90_F7U3B2
at_0	cds	2440911	2441921	-	BIPKFD_11855	tdh	L-galactonate-5-dehydrogenase	COG:COG1063, COG:ER, RefSeq:WP_003492745.1, SO:0001217, UniParc:UPI000216FB12, UniRef:UniRef100_F7U3B3, UniRef:UniRef50_A0A1R3VBU2, UniRef:UniRef90_A0A083ZHL3
at_0	cds	2441925	2442746	-	BIPKFD_11860		Amidohydro-rel domain-containing protein	SO:0001217, UniRef:UniRef50_F0L4V1, UniRef:UniRef90_A0A1S7QP83
at_0	cds	2442751	2443764	-	BIPKFD_11865	pdxI	Aldo/keto reductase	COG:COG0667, COG:HR, SO:0001217, UniRef:UniRef50_A0A095F840, UniRef:UniRef90_U4QB74
at_0	cds	2443883	2444824	-	BIPKFD_11870	rbsB	LacI family transcriptional regulator	COG:COG1879, COG:G, RefSeq:WP_082183269.1, SO:0001217, UniParc:UPI0009D4511E, UniRef:UniRef100_A0A1S7QES3, UniRef:UniRef50_A0A4V0IIH8, UniRef:UniRef90_A0A1B9TD28
at_0	cds	2444899	2445921	-	BIPKFD_11875	araH	Ribose transport system permease protein RbsC	COG:COG1172, COG:G, RefSeq:WP_003492755.1, SO:0001217, UniParc:UPI000216FB16, UniRef:UniRef100_F7U3B7, UniRef:UniRef50_A0A4V0IIL6, UniRef:UniRef90_A0A1S7MTN0
at_0	cds	2445930	2447495	-	BIPKFD_11880	xylG	Putative ribose/galactose/methyl galactoside import ATP-binding protein 1	COG:COG1129, COG:G, EC:7.5.2.11, EC:7.5.2.7, GO:0005524, GO:0005886, GO:0015611, SO:0001217, UniRef:UniRef50_Q8UBN2, UniRef:UniRef90_Q8UBN2
at_0	cds	2447753	2448445	+	BIPKFD_11885	fadR	L-lactate dehydrogenase operon regulatory protein	COG:COG2186, COG:K, RefSeq:WP_003492759.1, SO:0001217, UniParc:UPI000216FB18, UniRef:UniRef100_F7U3B9, UniRef:UniRef50_A0A069NDF1, UniRef:UniRef90_A0A083ZHL9
at_0	cds	2448488	2450020	+	BIPKFD_11890	uxaA	D-galactarate dehydratase	COG:COG2721, COG:G, SO:0001217, UniRef:UniRef50_A0A379IMB4, UniRef:UniRef90_A0A1R3U4D8
at_0	cds	2450159	2451775	-	BIPKFD_11895	purH	Bifunctional purine biosynthesis protein PurH	COG:COG0138, COG:F, GO:0003937, GO:0004643, GO:0006189, SO:0001217, UniRef:UniRef50_Q89WU7, UniRef:UniRef90_Q8UBM8
at_0	cds	2451931	2453622	-	BIPKFD_11900		FtsZ-localized protein C	COG:COG5360, COG:R, SO:0001217, UniRef:UniRef50_A0A0F4FR67, UniRef:UniRef90_A0A0F4FR67
at_0	cds	2453723	2455108	-	BIPKFD_11905	rsmB	Putative Ribosomal RNA small subunit methyltransferase B (rRNA (cytosine-C(5)-)-methyltransferase) (16S rRNA m5C967 methyltransferase)(rsmB)	COG:COG0144, COG:J, SO:0001217, UniRef:UniRef50_A0A395L5J6, UniRef:UniRef90_A0A1S7MJW6
at_0	cds	2455105	2456070	-	BIPKFD_11910	htpX	Protease HtpX-like protein	COG:COG0501, COG:O, EC:3.4.24.-, GO:0004222, GO:0005886, GO:0008270, GO:0016021, SO:0001217, UniRef:UniRef50_B3PS39, UniRef:UniRef90_Q8UBM5
at_0	cds	2456189	2456389	+	BIPKFD_11915		DUF1674 domain-containing protein	COG:COG5508, COG:S, RefSeq:WP_003492771.1, SO:0001217, UniParc:UPI000216FB1E, UniRef:UniRef100_F7U3C5, UniRef:UniRef50_A1UR05, UniRef:UniRef90_A0A083ZHM5
at_0	cds	2456451	2457332	-	BIPKFD_11920	spo0J	Chromosome partitioning protein ParB	COG:COG1475, COG:D, RefSeq:WP_003492773.1, SO:0001217, UniParc:UPI000216FB1F, UniRef:UniRef100_F7U3C6, UniRef:UniRef50_A0A1X7EGZ5, UniRef:UniRef90_A0A098RUY3
at_0	cds	2457363	2458157	-	BIPKFD_11925	parA	Chromosome partitioning protein	COG:COG1192, COG:DN, RefSeq:WP_003492775.1, SO:0001217, UniParc:UPI000216FB20, UniRef:UniRef100_F7U3C7, UniRef:UniRef50_A0A023XTP3, UniRef:UniRef90_A0A1B9TD17
at_0	cds	2458177	2458794	-	BIPKFD_11930	rsmG	Ribosomal RNA small subunit methyltransferase G	COG:COG0357, COG:J, EC:2.1.1.170, GO:0005737, GO:0070043, RefSeq:WP_003492776.1, SO:0001217, UniParc:UPI000216FB21, UniRef:UniRef100_F7U3C8, UniRef:UniRef50_Q8UBM1, UniRef:UniRef90_Q8UBM1
at_0	cds	2458806	2460689	-	BIPKFD_11935	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	COG:COG0445, COG:J, GO:0002098, GO:0005737, GO:0050660, SO:0001217, UniRef:UniRef50_Q8UBM0, UniRef:UniRef90_Q8UBM0
at_0	cds	2460751	2462079	-	BIPKFD_11940	trmE	tRNA modification GTPase MnmE	RefSeq:WP_003492782.1, SO:0001217, UniParc:UPI000216FB24, UniRef:UniRef100_F7U3D1, UniRef:UniRef50_A9CHB2, UniRef:UniRef90_F7U3D1
at_0	cds	2462168	2463433	-	BIPKFD_11945	rho	Transcription termination factor Rho	COG:COG1158, COG:K, RefSeq:WP_003492784.1, SO:0001217, UniParc:UPI000216FB25, UniRef:UniRef100_A0A024IVH3, UniRef:UniRef50_Q68WL0, UniRef:UniRef90_A0A2E1B7V1
at_0	cds	2463619	2464164	-	BIPKFD_11950	hemJ	Protoporphyrinogen IX oxidase	COG:COG1981, COG:H, RefSeq:WP_003492786.1, SO:0001217, UniParc:UPI000216FB26, UniRef:UniRef100_F7U3D3, UniRef:UniRef50_A0A222HM97, UniRef:UniRef90_A0A1B9SU63
at_0	cds	2464161	2465195	-	BIPKFD_11955	hemE	Uroporphyrinogen decarboxylase	COG:COG0407, COG:H, EC:4.1.1.37, GO:0004853, GO:0005737, GO:0006782, RefSeq:WP_035241303.1, SO:0001217, UniParc:UPI0005581D6A, UniRef:UniRef100_F7U3D4, UniRef:UniRef50_Q8UBL6, UniRef:UniRef90_Q8UBL6
at_0	oriC	2465196	2465602	?			origin of replication	
at_0	cds	2465603	2466424	+	BIPKFD_11960	ppsR	Putative pyruvate, phosphate dikinase regulatory protein	COG:COG1806, COG:T, RefSeq:WP_003492790.1, SO:0001217, UniParc:UPI000216FB28, UniRef:UniRef100_A0A024IVX5, UniRef:UniRef50_Q89WP1, UniRef:UniRef90_A0A024IVX5
at_0	cds	2466456	2467055	+	BIPKFD_11965	maf	Nucleoside triphosphate pyrophosphatase	RefSeq:WP_003492792.1, SO:0001217, UniParc:UPI000216FB29, UniRef:UniRef100_F7U3D6, UniRef:UniRef50_Q8UJC6, UniRef:UniRef90_F7U3D6
at_0	cds	2467048	2467908	+	BIPKFD_11970	aroE	Shikimate dehydrogenase (NADP(+))	SO:0001217, UniRef:UniRef50_Q8UJC5, UniRef:UniRef90_F7U3D7
at_0	cds	2467908	2468516	+	BIPKFD_11975	coaE	Dephospho-CoA kinase	RefSeq:WP_003492796.1, SO:0001217, UniParc:UPI000216FB2B, UniRef:UniRef100_F7U3D8, UniRef:UniRef50_Q92TE9, UniRef:UniRef90_F7U3D8
at_0	cds	2468509	2469207	+	BIPKFD_11980	dnaQ	DNA polymerase III subunit epsilon	RefSeq:WP_003492799.1, SO:0001217, UniParc:UPI000216FB2C, UniRef:UniRef100_F7U3D9, UniRef:UniRef50_I3TR50, UniRef:UniRef90_A0A3B8FEU5
at_0	cds	2469310	2469792	-	BIPKFD_11985	secB	Protein-export protein SecB	GO:0005737, GO:0006457, GO:0009306, GO:0051082, GO:0051262, RefSeq:WP_003492802.1, SO:0001217, UniParc:UPI000216FB2D, UniRef:UniRef100_F7U3E0, UniRef:UniRef50_Q8UJC2, UniRef:UniRef90_Q8UJC2
at_0	cds	2469894	2470442	-	BIPKFD_11990		hypothetical protein	
at_0	cds	2470584	2471282	+	BIPKFD_11995	tim44	Tim44 domain-containing protein	COG:COG4395, COG:I, SO:0001217, UniRef:UniRef50_M8AIY6, UniRef:UniRef90_M8AIY6
at_0	cds	2471279	2472391	+	BIPKFD_12000		Murein hydrolase A	SO:0001217, UniRef:UniRef50_C3MB79, UniRef:UniRef90_F7U3E3
at_0	cds	2472388	2472957	+	BIPKFD_12005		Smr domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1U9YXP1, UniRef:UniRef90_F7U3E4
at_0	cds	2472954	2473319	+	BIPKFD_12010	hipB	Transcriptional regulator	COG:COG1396, COG:K, SO:0001217, UniRef:UniRef50_N8N9X7, UniRef:UniRef90_A0A1B9TN14
at_0	cds	2473476	2475911	+	BIPKFD_12015	gyrB	DNA gyrase subunit B	COG:COG0187, COG:L, SO:0001217, UniRef:UniRef50_P31860, UniRef:UniRef90_A0A024IWF1
at_0	cds	2476008	2476610	-	BIPKFD_12020	nfnB	Malonic semialdehyde reductase RutE	COG:C, COG:COG0778, SO:0001217, UniRef:UniRef50_A0A083ZHP6, UniRef:UniRef90_A0A083ZHP6
at_0	cds	2476739	2477581	+	BIPKFD_12025	ycgM	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	COG:COG0179, COG:Q, RefSeq:WP_080836351.1, SO:0001217, UniParc:UPI0009B9D6C7, UniRef:UniRef100_A0A1S7QR11, UniRef:UniRef50_A0A2C9B2K2, UniRef:UniRef90_A0A083ZHP7
at_0	cds	2477705	2478937	+	BIPKFD_12030		Intracellular PHB depolymerase	SO:0001217, UniRef:UniRef50_B6IUI9
at_0	cds	2479006	2479773	+	BIPKFD_12035	ygjP	Putative metal-dependent hydrolase	COG:COG1451, COG:R, SO:0001217, UniRef:UniRef50_A0A386E3X2, UniRef:UniRef90_A0A1S7PRW1
at_0	cds	2479876	2480538	+	BIPKFD_12040	trpF	N-(5'-phosphoribosyl)anthranilate isomerase	COG:COG0135, COG:E, EC:5.3.1.24, GO:0000162, GO:0004640, SO:0001217, UniRef:UniRef50_Q98CN8, UniRef:UniRef90_Q8UJB1
at_0	cds	2480540	2481760	+	BIPKFD_12045	trpB	Tryptophan synthase beta chain	COG:COG0133, COG:E, EC:4.2.1.20, GO:0004834, RefSeq:WP_035241306.1, SO:0001217, UniParc:UPI0003155EB4, UniRef:UniRef100_A0A7L5BID7, UniRef:UniRef50_Q89WE5, UniRef:UniRef90_Q8UJB0
at_0	cds	2481765	2482604	+	BIPKFD_12050	trpA	Tryptophan synthase alpha chain	COG:COG0159, COG:E, EC:4.2.1.20, GO:0004834, RefSeq:WP_035241931.1, SO:0001217, UniParc:UPI0005508F36, UniRef:UniRef100_F7U3F3, UniRef:UniRef50_P07344, UniRef:UniRef90_Q8UJA9
at_0	cds	2482632	2483525	+	BIPKFD_12055	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	COG:COG0777, COG:I, EC:2.1.3.15, GO:0003989, GO:0005524, GO:0006633, GO:0009317, GO:0016743, GO:2001295, RefSeq:WP_003492828.1, SO:0001217, UniParc:UPI000216FC77, UniRef:UniRef100_F7U3F4, UniRef:UniRef50_A9HE81, UniRef:UniRef90_A9CKT0
at_0	cds	2483647	2484990	+	BIPKFD_12060		Dihydrofolate synthase/folylpolyglutamate synthase	SO:0001217, UniRef:UniRef50_A0A1M4LDT3
at_0	cds	2485039	2485359	-	BIPKFD_12065	trxA	Thioredoxin	COG:COG3118, COG:O, RefSeq:WP_003492832.1, SO:0001217, UniParc:UPI000216FC79, UniRef:UniRef100_A0A024IWF7, UniRef:UniRef50_P08058, UniRef:UniRef90_A0A125RRZ9
at_0	cds	2485436	2488993	-	BIPKFD_12070	addA	DNA helicase	COG:COG1074, COG:L, RefSeq:WP_035241309.1, SO:0001217, UniParc:UPI0005535DE1, UniRef:UniRef100_F7U3F7, UniRef:UniRef50_B9JXY5, UniRef:UniRef90_A0A7I0RJD5
at_0	cds	2488983	2492168	-	BIPKFD_12075	addB	DNA helicase/exodeoxyribonuclease V subunit B	COG:COG3893, COG:L, RefSeq:WP_003492836.1, SO:0001217, UniParc:UPI000216FC7B, UniRef:UniRef100_F7U3F8, UniRef:UniRef50_A0A545YZW4, UniRef:UniRef90_A0A2V5CTX7
at_0	cds	2492165	2492902	-	BIPKFD_12080	gCD1	N-acetylmuramate alpha-1-phosphate uridylyltransferase	COG:COG1208, COG:JM, SO:0001217, UniRef:UniRef50_A0A083ZHQ8, UniRef:UniRef90_A0A083ZHQ8
at_0	cds	2492919	2494430	-	BIPKFD_12085		t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE	SO:0001217, UniRef:UniRef50_A0A192T4C9, UniRef:UniRef90_F7U3G0
at_0	cds	2494427	2497009	-	BIPKFD_12090	kdpD	Histidine kinase	COG:COG2205, COG:T, SO:0001217, UniRef:UniRef50_A0A1R3U307, UniRef:UniRef90_A0A098RT79
at_0	cds	2497219	2498619	-	BIPKFD_12095	ahcY	Adenosylhomocysteinase	COG:COG0499, COG:H, EC:3.3.1.1, GO:0004013, GO:0005737, GO:0006730, RefSeq:WP_003492844.1, SO:0001217, UniParc:UPI000216FC7F, UniRef:UniRef100_F7U3G2, UniRef:UniRef50_P61617, UniRef:UniRef90_Q8UJ99
at_0	cds	2498748	2499023	-	BIPKFD_12100	ptsH	Phosphocarrier protein HPr	COG:COG1925, COG:TG, RefSeq:WP_003492846.1, SO:0001217, UniParc:UPI000216FC80, UniRef:UniRef100_A0A024IUS4, UniRef:UniRef50_A0A0L6CSS8, UniRef:UniRef90_A0A083ZHR2
at_0	cds	2499035	2499436	-	BIPKFD_12105	manX	PTS fructose transporter subunit IIA	COG:COG2893, COG:G, RefSeq:WP_035222011.1, SO:0001217, UniParc:UPI0003012C0B, UniRef:UniRef100_A0A024IVD4, UniRef:UniRef50_K2EJV0, UniRef:UniRef90_A0A1B9TN52
at_0	cds	2499562	2500026	-	BIPKFD_12110	hprK	Hpr-kinase-C domain-containing protein	COG:COG1493, COG:T, SO:0001217, UniParc:UPI000E83E5EB, UniRef:UniRef100_A0A357X6J9, UniRef:UniRef50_A0A024IVZ7, UniRef:UniRef90_A0A024IVZ7
at_0	cds	2500016	2501806	-	BIPKFD_12115	chvG	two-component system sensor histidine kinase ChvG	COG:COG0642, COG:T, EC:2.7.13.3, GO:0000155, GO:0005524, GO:0005886, GO:0016021, RefSeq:WP_003492854.1, SO:0001217, UniParc:UPI000216FC83, UniRef:UniRef100_F7U3G6, UniRef:UniRef50_Q07737, UniRef:UniRef90_Q07737
at_0	cds	2501863	2502612	-	BIPKFD_12120	chvI	two-component system response regulator ChvI	COG:COG0745, COG:TK, GO:0000160, GO:0003677, GO:0005737, GO:0006355, GO:0046872, SO:0001217, UniParc:UPI0002DB9F9C, UniRef:UniRef100_F7U3G7, UniRef:UniRef50_Q07783, UniRef:UniRef90_Q07783
at_0	cds	2502930	2504540	+	BIPKFD_12125	pckA	Phosphoenolpyruvate carboxykinase (ATP)	COG:C, COG:COG1866, EC:4.1.1.49, GO:0004612, GO:0005524, GO:0005737, GO:0006094, GO:0046872, RefSeq:WP_003492860.1, SO:0001217, UniParc:UPI000216FC86, UniRef:UniRef100_F7U3G9, UniRef:UniRef50_Q21BR2, UniRef:UniRef90_Q8UJ94
at_0	cds	2504653	2505087	+	BIPKFD_12130	prfB	Aminoacyl-tRNA hydrolase	COG:COG1186, COG:J, RefSeq:WP_035241311.1, SO:0001217, UniParc:UPI0002F27F32, UniRef:UniRef100_F7U3H0, UniRef:UniRef50_A0A1B9SU06, UniRef:UniRef90_A0A1B9SU06
at_0	cds	2505171	2505623	+	BIPKFD_12135		Peptidoglycan-binding protein LysM	RefSeq:WP_003492864.1, SO:0001217, UniParc:UPI000216FC88, UniRef:UniRef100_A0A1S7QGS5, UniRef:UniRef50_A0A1U9MF32, UniRef:UniRef90_A0A4D7Y4W4
