,strain,treatment,cosm,name,contig,start,end,length
1347,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,159403,159404,1
1348,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,177248,177249,1
1349,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,211144,211145,1
1350,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,216413,216414,1
1351,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,218060,218062,2
1352,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,219002,219003,1
1353,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,219982,219983,1
1354,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,221382,221383,1
1355,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,221674,221676,2
1356,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,221728,221729,1
1357,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,222258,222259,1
1358,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,222300,222301,1
1359,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,222986,222987,1
1360,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,223582,223583,1
1361,Agrobacterium tumefaciens,4,3,At43.1,tig00000004_polypolish,223726,229503,5777
1362,Agrobacterium tumefaciens,4,3,At43.1,tig00000005_polypolish,0,31114,31114
1363,Agrobacterium tumefaciens,4,4,At44.1,tig00000001_polypolish,1,2164,2163
1364,Agrobacterium tumefaciens,4,4,At44.1,tig00000001_polypolish,2352,2353,1
1365,Agrobacterium tumefaciens,4,4,At44.1,tig00000001_polypolish,2362,2363,1
1366,Agrobacterium tumefaciens,4,4,At44.1,tig00000001_polypolish,2510,2511,1
1367,Agrobacterium tumefaciens,4,4,At44.1,tig00000001_polypolish,2736,2737,1
1368,Agrobacterium tumefaciens,4,4,At44.1,tig00000001_polypolish,2759,2761,2
1369,Agrobacterium tumefaciens,4,4,At44.1,tig00000001_polypolish,4415,4416,1
1370,Agrobacterium tumefaciens,4,4,At44.1,tig00000001_polypolish,4909,4910,1
1371,Agrobacterium tumefaciens,4,4,At44.1,tig00000001_polypolish,8450,8451,1
1372,Agrobacterium tumefaciens,4,4,At44.1,tig00000001_polypolish,1939269,1939279,10
1373,Agrobacterium tumefaciens,4,4,At44.1,tig00000001_polypolish,2174372,2174373,1
1374,Agrobacterium tumefaciens,4,4,At44.1,tig00000001_polypolish,2997836,2999962,2126
1375,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,0,2541,2541
1376,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,2658,2660,2
1377,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,2753,2754,1
1378,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,2767,2768,1
1379,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,2775,2776,1
1380,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,2817,2819,2
1381,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,2849,2850,1
1382,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,2930,2931,1
1383,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,2996,2997,1
1384,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,4692,4693,1
1385,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,5325,5327,2
1386,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,38338,77813,39475
1387,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,77991,77992,1
1388,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,77999,78000,1
1389,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78020,78022,2
1390,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78024,78026,2
1391,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78386,78387,1
1392,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78392,78393,1
1393,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78394,78397,3
1394,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78404,78405,1
1395,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78408,78409,1
1396,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78503,78504,1
1397,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78533,78535,2
1398,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78541,78542,1
1399,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78567,78568,1
1400,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78570,78571,1
1401,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78575,78576,1
1402,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78652,78653,1
1403,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78814,78815,1
1404,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,78875,78876,1
1405,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,79027,79028,1
1406,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,139204,139205,1
1407,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,212549,212550,1
1408,Agrobacterium tumefaciens,4,4,At44.1,tig00000003_polypolish,212874,213991,1117
1409,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,0,1712,1712
1410,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,42984,42985,1
1411,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,42997,42998,1
1412,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,43010,43012,2
1413,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,150769,150771,2
1414,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,151591,151592,1
1415,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,151642,151643,1
1416,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,152159,152169,10
1417,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,152256,152259,3
1418,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,152264,152266,2
1419,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,152276,152278,2
1420,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,152300,170558,18258
1421,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,221890,221891,1
1422,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,221988,221989,1
1423,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,223454,223455,1
1424,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,223534,223535,1
1425,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,223966,223967,1
1426,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,223989,223990,1
1427,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,224328,224329,1
1428,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,224356,224357,1
1429,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,224415,224416,1
1430,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,224640,224641,1
1431,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,224868,224869,1
1432,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,224997,224998,1
1433,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,225091,225092,1
1434,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,225341,225342,1
1435,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,226054,226055,1
1436,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,226109,226110,1
1437,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,226338,226339,1
1438,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,226395,226396,1
1439,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,226412,226413,1
1440,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,226436,226437,1
1441,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,226478,226479,1
1442,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,226626,226627,1
1443,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,226702,226703,1
1444,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,226786,226787,1
1445,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,226997,226998,1
1446,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,227281,227282,1
1447,Agrobacterium tumefaciens,4,4,At44.1,tig00000004_polypolish,227300,229503,2203
1448,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,253,254,1
1449,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,600,601,1
1450,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,625,626,1
1451,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,657,658,1
1452,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,666,667,1
1453,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,680,681,1
1454,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,803,804,1
1455,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,1072,1073,1
1456,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,1729,1730,1
1457,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,1887,1888,1
1458,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,2387,2388,1
1459,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,3510,3511,1
1460,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,3771,3772,1
1461,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,4354,4355,1
1462,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,4518,4519,1
1463,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,5208,5209,1
1464,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,5647,5648,1
1465,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,5818,5819,1
1466,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,5842,5843,1
1467,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,5924,5925,1
1468,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,6409,6410,1
1469,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,9075,9076,1
1470,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,9722,9723,1
1471,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,10828,10829,1
1472,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,11114,11115,1
1473,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,11996,11997,1
1474,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,12051,12052,1
1475,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,12256,12257,1
1476,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,12319,12320,1
1477,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,13591,13592,1
1478,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,13778,13779,1
1479,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,14086,14087,1
1480,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,14160,14161,1
1481,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,15258,15259,1
1482,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,15544,15545,1
1483,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,15605,15606,1
1484,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,15778,15779,1
1485,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,15840,15841,1
1486,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,15845,15846,1
1487,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,15964,15965,1
1488,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,16030,16031,1
1489,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,16049,16050,1
1490,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,16168,21420,5252
1491,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,21516,21517,1
1492,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,21579,21581,2
1493,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,21619,21620,1
1494,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,21626,21627,1
1495,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,21669,21670,1
1496,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,21724,21725,1
1497,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,21773,21774,1
1498,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,21876,21877,1
1499,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,21887,21888,1
1500,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,22009,22010,1
1501,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,22222,22223,1
1502,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,22424,22425,1
1503,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,22458,22459,1
1504,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,22487,22488,1
1505,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,22611,22612,1
1506,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,22657,22658,1
1507,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,22667,22668,1
1508,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,22782,22783,1
1509,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,22805,22806,1
1510,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,22940,22941,1
1511,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,23074,23075,1
1512,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,23126,23127,1
1513,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,23165,23166,1
1514,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,23572,23573,1
1515,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,23819,23820,1
1516,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,23860,23861,1
1517,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,24017,24018,1
1518,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,24363,24364,1
1519,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,24451,24452,1
1520,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,24481,24482,1
1521,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,24518,24519,1
1522,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,24623,24624,1
1523,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,24952,24953,1
1524,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,25050,25051,1
1525,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,25055,25056,1
1526,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,25063,25064,1
1527,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,25074,25075,1
1528,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,25078,25079,1
1529,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,25239,25240,1
1530,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,25274,25275,1
1531,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,25366,25367,1
1532,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,25813,25814,1
1533,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,26447,26448,1
1534,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,27156,27157,1
1535,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,28966,28967,1
1536,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,29121,29122,1
1537,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,29502,29503,1
1538,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,29849,29850,1
1539,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,29874,29875,1
1540,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,29906,29907,1
1541,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,29915,29916,1
1542,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,29929,29930,1
1543,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,30052,30053,1
1544,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,30212,30213,1
1545,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,30313,30314,1
1546,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,30321,30322,1
1547,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,30607,30608,1
1548,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,30713,30714,1
1549,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,30884,30885,1
1550,Agrobacterium tumefaciens,4,4,At44.1,tig00000005_polypolish,30978,30979,1
1551,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,1,1270,1269
1552,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,66722,66723,1
1553,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,102574,102575,1
1554,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,159903,159904,1
1555,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,375512,375513,1
1556,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,425600,425601,1
1557,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,478885,478886,1
1558,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,581180,581181,1
1559,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,634214,634215,1
1560,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,647235,647236,1
1561,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,746598,746599,1
1562,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,799411,799412,1
1563,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,812241,812242,1
1564,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,856108,856109,1
1565,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,1195469,1196349,880
1566,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,1238918,1238919,1
1567,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,1701434,1701435,1
1568,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,1922139,1922140,1
1569,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,1928706,1928707,1
1570,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,2211002,2211003,1
1571,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,2994640,2994641,1
1572,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,2994728,2994729,1
1573,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,2994791,2994792,1
1574,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,2994961,2994962,1
1575,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,2995308,2995309,1
1576,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,2995556,2995557,1
1577,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,2995665,2995666,1
1578,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,2995776,2995777,1
1579,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,2995796,2995797,1
1580,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,2995880,2995881,1
1581,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,2996480,2996482,2
1582,Agrobacterium tumefaciens,4,5,At45.1,tig00000001_polypolish,2996594,2999962,3368
1583,Agrobacterium tumefaciens,4,5,At45.1,tig00000002_polypolish,486480,486481,1
1584,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,0,5005,5005
1585,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,5514,5515,1
1586,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,6739,6742,3
1587,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,25130,25131,1
1588,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,61448,61449,1
1589,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,70341,70342,1
1590,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,87454,87455,1
1591,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,93908,93909,1
1592,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,166237,166238,1
1593,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,181534,181535,1
1594,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,208870,208872,2
1595,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,209267,209268,1
1596,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,209386,209387,1
1597,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,209658,209659,1
1598,Agrobacterium tumefaciens,4,5,At45.1,tig00000003_polypolish,210047,213991,3944
1599,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,0,2003,2003
1600,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,2167,2168,1
1601,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,2371,2372,1
1602,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,2540,2541,1
1603,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,2817,2818,1
1604,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,2829,2830,1
1605,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,3541,3542,1
1606,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,4633,4634,1
1607,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,9474,9475,1
1608,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,28381,28382,1
1609,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,28954,28955,1
1610,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,29150,29151,1
1611,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,30326,30327,1
1612,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,30860,30861,1
1613,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,34084,34085,1
1614,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,34402,34403,1
1615,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,36904,36905,1
1616,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,37448,37449,1
1617,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,39031,39032,1
1618,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,49226,49227,1
1619,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,115396,115397,1
1620,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,119130,119131,1
1621,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,128621,128622,1
1622,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,160830,160831,1
1623,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,177706,177707,1
1624,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,222030,222031,1
1625,Agrobacterium tumefaciens,4,5,At45.1,tig00000004_polypolish,223209,229503,6294
1626,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,0,550,550
1627,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,625,626,1
1628,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,828,829,1
1629,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,1009,1010,1
1630,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,1024,1026,2
1631,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,1040,1041,1
1632,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,1251,1252,1
1633,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,1358,1359,1
1634,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,1448,1449,1
1635,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,1527,1529,2
1636,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,1679,1680,1
1637,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,1869,1870,1
1638,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,1885,1886,1
1639,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,1979,1980,1
1640,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,2361,2362,1
1641,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,2685,2686,1
1642,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,2740,2741,1
1643,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,2795,2797,2
1644,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,2991,2992,1
1645,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,3103,3104,1
1646,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,3122,3123,1
1647,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,3473,3474,1
1648,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,3510,3511,1
1649,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,3528,3529,1
1650,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,3906,3907,1
1651,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,4017,4018,1
1652,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,4062,4063,1
1653,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,4159,4160,1
1654,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,4426,4427,1
1655,Agrobacterium tumefaciens,4,5,At45.1,tig00000005_polypolish,4539,4540,1
