# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NHFMJM_25745	NHFMJM_25745	NHFMJM_25745	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25750	NHFMJM_25750	NHFMJM_25750	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25755	NHFMJM_25755	NHFMJM_25755	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0
NHFMJM_25760	NHFMJM_25760	NHFMJM_25760	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_25765	NHFMJM_25765	NHFMJM_25765	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
NHFMJM_25770	NHFMJM_25770	NHFMJM_25770	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
NHFMJM_25775	NHFMJM_25775	NHFMJM_25775	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
NHFMJM_25780	NHFMJM_25780	NHFMJM_25780	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25785	NHFMJM_25785	NHFMJM_25785	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25790	NHFMJM_25790	NHFMJM_25790	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25795	NHFMJM_25795	NHFMJM_25795	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_25800	NHFMJM_25800	NHFMJM_25800	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_25805	NHFMJM_25805	NHFMJM_25805	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_25810	NHFMJM_25810	NHFMJM_25810	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25815	NHFMJM_25815	NHFMJM_25815	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25820	NHFMJM_25820	NHFMJM_25820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_25825	NHFMJM_25825	NHFMJM_25825	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26055	NHFMJM_26055	NHFMJM_26055	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26060	NHFMJM_26060	NHFMJM_26060	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26065	NHFMJM_26065	NHFMJM_26065	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26070	NHFMJM_26070	NHFMJM_26070	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26075	NHFMJM_26075	NHFMJM_26075	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26080	NHFMJM_26080	NHFMJM_26080	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26085	NHFMJM_26085	NHFMJM_26085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26090	NHFMJM_26090	NHFMJM_26090	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
NHFMJM_26095	NHFMJM_26095	NHFMJM_26095	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
NHFMJM_26100	NHFMJM_26100	NHFMJM_26100	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
NHFMJM_26105	NHFMJM_26105	NHFMJM_26105	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
NHFMJM_26110	NHFMJM_26110	NHFMJM_26110	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26115	NHFMJM_26115	NHFMJM_26115	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26120	NHFMJM_26120	NHFMJM_26120	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
NHFMJM_26125	NHFMJM_26125	NHFMJM_26125	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26130	NHFMJM_26130	NHFMJM_26130	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26135	NHFMJM_26135	NHFMJM_26135	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26140	NHFMJM_26140	NHFMJM_26140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26145	NHFMJM_26145	NHFMJM_26145	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26150	NHFMJM_26150	NHFMJM_26150	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26295	NHFMJM_26295	NHFMJM_26295	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26300	NHFMJM_26300	NHFMJM_26300	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26305	NHFMJM_26305	NHFMJM_26305	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26310	NHFMJM_26310	NHFMJM_26310	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_26315	NHFMJM_26315	NHFMJM_26315	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26320	NHFMJM_26320	NHFMJM_26320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26325	NHFMJM_26325	NHFMJM_26325	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26330	NHFMJM_26330	NHFMJM_26330	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26385	NHFMJM_26385	NHFMJM_26385	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26390	NHFMJM_26390	NHFMJM_26390	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26395	NHFMJM_26395	NHFMJM_26395	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26400	NHFMJM_26400	NHFMJM_26400	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26405	NHFMJM_26405	NHFMJM_26405	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26410	NHFMJM_26410	NHFMJM_26410	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
NHFMJM_26415	NHFMJM_26415	NHFMJM_26415	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26420	NHFMJM_26420	NHFMJM_26420	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26425	NHFMJM_26425	NHFMJM_26425	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26430	NHFMJM_26430	NHFMJM_26430	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26570	NHFMJM_26570	NHFMJM_26570	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26575	NHFMJM_26575	NHFMJM_26575	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_26580	NHFMJM_26580	NHFMJM_26580	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26585	NHFMJM_26585	NHFMJM_26585	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26590	NHFMJM_26590	NHFMJM_26590	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26595	NHFMJM_26595	NHFMJM_26595	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_26620	NHFMJM_26620	NHFMJM_26620	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27065	NHFMJM_27065	NHFMJM_27065	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27070	NHFMJM_27070	NHFMJM_27070	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27075	NHFMJM_27075	NHFMJM_27075	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27085	NHFMJM_27085	NHFMJM_27085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27090	NHFMJM_27090	NHFMJM_27090	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27095	NHFMJM_27095	NHFMJM_27095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27100	NHFMJM_27100	NHFMJM_27100	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27105	NHFMJM_27105	NHFMJM_27105	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27115	NHFMJM_27115	NHFMJM_27115	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27120	NHFMJM_27120	NHFMJM_27120	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27130	NHFMJM_27130	NHFMJM_27130	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27135	NHFMJM_27135	NHFMJM_27135	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27255	NHFMJM_27255	NHFMJM_27255	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27260	NHFMJM_27260	NHFMJM_27260	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27265	NHFMJM_27265	NHFMJM_27265	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27270	NHFMJM_27270	NHFMJM_27270	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27275	NHFMJM_27275	NHFMJM_27275	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_27280	NHFMJM_27280	NHFMJM_27280	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_27285	NHFMJM_27285	NHFMJM_27285	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27290	NHFMJM_27290	NHFMJM_27290	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27295	NHFMJM_27295	NHFMJM_27295	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27300	NHFMJM_27300	NHFMJM_27300	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27305	NHFMJM_27305	NHFMJM_27305	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27310	NHFMJM_27310	NHFMJM_27310	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27315	NHFMJM_27315	NHFMJM_27315	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27945	NHFMJM_27945	NHFMJM_27945	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27950	NHFMJM_27950	NHFMJM_27950	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27955	NHFMJM_27955	NHFMJM_27955	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_27960	NHFMJM_27960	NHFMJM_27960	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
NHFMJM_27965	NHFMJM_27965	NHFMJM_27965	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
NHFMJM_27970	NHFMJM_27970	NHFMJM_27970	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
NHFMJM_27975	NHFMJM_27975	NHFMJM_27975	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0
NHFMJM_27980	NHFMJM_27980	NHFMJM_27980	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0
NHFMJM_27985	NHFMJM_27985	NHFMJM_27985	protein_coding	0	0	0	3	2	0	0	0	0	0	0	1
NHFMJM_27990	NHFMJM_27990	NHFMJM_27990	protein_coding	0	0	0	3	2	0	0	0	0	0	0	1
NHFMJM_27995	NHFMJM_27995	NHFMJM_27995	protein_coding	0	0	0	3	1	0	0	0	0	0	0	2
NHFMJM_28000	NHFMJM_28000	NHFMJM_28000	protein_coding	0	0	1	2	0	0	0	1	0	0	0	2
NHFMJM_28005	NHFMJM_28005	NHFMJM_28005	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3
NHFMJM_28010	NHFMJM_28010	NHFMJM_28010	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
NHFMJM_28015	NHFMJM_28015	NHFMJM_28015	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
NHFMJM_28020	NHFMJM_28020	NHFMJM_28020	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28070	NHFMJM_28070	NHFMJM_28070	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28075	NHFMJM_28075	NHFMJM_28075	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_28080	NHFMJM_28080	NHFMJM_28080	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_28085	NHFMJM_28085	NHFMJM_28085	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_28090	NHFMJM_28090	NHFMJM_28090	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_28095	NHFMJM_28095	NHFMJM_28095	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_28100	NHFMJM_28100	NHFMJM_28100	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_28105	NHFMJM_28105	NHFMJM_28105	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28110	NHFMJM_28110	NHFMJM_28110	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28115	NHFMJM_28115	NHFMJM_28115	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_28120	NHFMJM_28120	NHFMJM_28120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28125	NHFMJM_28125	NHFMJM_28125	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28130	NHFMJM_28130	NHFMJM_28130	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28135	NHFMJM_28135	NHFMJM_28135	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28140	NHFMJM_28140	NHFMJM_28140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28145	NHFMJM_28145	NHFMJM_28145	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28150	NHFMJM_28150	NHFMJM_28150	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28155	NHFMJM_28155	NHFMJM_28155	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28250	NHFMJM_28250	NHFMJM_28250	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28255	NHFMJM_28255	NHFMJM_28255	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28260	NHFMJM_28260	NHFMJM_28260	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28265	NHFMJM_28265	NHFMJM_28265	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_28290	NHFMJM_28290	NHFMJM_28290	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
aCH1	NHFMJM_11475	NHFMJM_11475	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
aCH1	NHFMJM_12130	NHFMJM_12130	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
aF2118	NHFMJM_23110	NHFMJM_23110	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
aRO8	NHFMJM_18145	NHFMJM_18145	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
aRO8	NHFMJM_24830	NHFMJM_24830	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
aadA11	NHFMJM_28280	NHFMJM_28280	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
abcC	NHFMJM_01575	NHFMJM_01575	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0
abgB	NHFMJM_15210	NHFMJM_15210	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
accA	NHFMJM_05915	NHFMJM_05915	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
accC	NHFMJM_16200	NHFMJM_16200	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
acnA,acnD	NHFMJM_05535	NHFMJM_05535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
acpS	NHFMJM_07020	NHFMJM_07020	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
acrA	NHFMJM_11165	NHFMJM_11165	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
acrA	NHFMJM_26610	NHFMJM_26610	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
acrB	NHFMJM_19950	NHFMJM_19950	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
acrB	NHFMJM_19955	NHFMJM_19955	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
acrR	NHFMJM_17585	NHFMJM_17585	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
acrR	NHFMJM_21860	NHFMJM_21860	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
acuC	NHFMJM_20285	NHFMJM_20285	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0
adhE	NHFMJM_12005	NHFMJM_12005	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
adhE	NHFMJM_24035	NHFMJM_24035	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
aes	NHFMJM_24490	NHFMJM_24490	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
afuA	NHFMJM_13400	NHFMJM_13400	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
afuA	NHFMJM_15480	NHFMJM_15480	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
algH	NHFMJM_16590	NHFMJM_16590	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
alkA	NHFMJM_05920	NHFMJM_05920	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
amiC	NHFMJM_06385	NHFMJM_06385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
amiR	NHFMJM_09175	NHFMJM_09175	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
amn	NHFMJM_15075	NHFMJM_15075	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
amt	NHFMJM_12025	NHFMJM_12025	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0
ansA	NHFMJM_13335	NHFMJM_13335	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
araC	NHFMJM_09670	NHFMJM_09670	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3
araC	NHFMJM_21875	NHFMJM_21875	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
araJ	NHFMJM_05375	NHFMJM_05375	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
araJ	NHFMJM_07425	NHFMJM_07425	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
araJ	NHFMJM_08265	NHFMJM_08265	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
araJ	NHFMJM_14995	NHFMJM_14995	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0
araJ	NHFMJM_17555	NHFMJM_17555	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
araJ	NHFMJM_24535	NHFMJM_24535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
araJ	NHFMJM_24540	NHFMJM_24540	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
araJ	NHFMJM_24880	NHFMJM_24880	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
argD	NHFMJM_11790	NHFMJM_11790	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
argD	NHFMJM_19545	NHFMJM_19545	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
argE	NHFMJM_15095	NHFMJM_15095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
argF	NHFMJM_19540	NHFMJM_19540	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
argH	NHFMJM_07305	NHFMJM_07305	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
argJ	NHFMJM_08205	NHFMJM_08205	protein_coding	0	1	0	2	0	0	0	0	0	0	1	2
aroE	NHFMJM_16135	NHFMJM_16135	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
aslA	NHFMJM_12040	NHFMJM_12040	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
asmA	NHFMJM_21325	NHFMJM_21325	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
aspB	NHFMJM_20780	NHFMJM_20780	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
azlC	NHFMJM_07340	NHFMJM_07340	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
azoR	NHFMJM_01485	NHFMJM_01485	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
baeS	NHFMJM_00845	NHFMJM_00845	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
baeS	NHFMJM_24620	NHFMJM_24620	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
bamD	NHFMJM_00885	NHFMJM_00885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
bcp	NHFMJM_12855	NHFMJM_12855	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
bcp	NHFMJM_15140	NHFMJM_15140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
benE	NHFMJM_09850	NHFMJM_09850	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
bepA	NHFMJM_05930	NHFMJM_05930	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
betA	NHFMJM_05385	NHFMJM_05385	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
betA	NHFMJM_15065	NHFMJM_15065	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
bglX	NHFMJM_07015	NHFMJM_07015	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
bla	NHFMJM_01435	NHFMJM_01435	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
blaOXA	NHFMJM_24820	NHFMJM_24820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
bluB	NHFMJM_02235	NHFMJM_02235	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
cDA1	NHFMJM_21175	NHFMJM_21175	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
cDC9	NHFMJM_02510	NHFMJM_02510	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
cYT1	NHFMJM_08235	NHFMJM_08235	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
caiA	NHFMJM_05180	NHFMJM_05180	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
caiA	NHFMJM_05185	NHFMJM_05185	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
caiA	NHFMJM_05200	NHFMJM_05200	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
caiA	NHFMJM_05215	NHFMJM_05215	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
caiA	NHFMJM_05435	NHFMJM_05435	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
caiA	NHFMJM_11805	NHFMJM_11805	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
caiA	NHFMJM_12155	NHFMJM_12155	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
caiA	NHFMJM_19675	NHFMJM_19675	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
caiA	NHFMJM_24025	NHFMJM_24025	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
caiB	NHFMJM_11810	NHFMJM_11810	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
caiB	NHFMJM_24015	NHFMJM_24015	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
caiB	NHFMJM_24300	NHFMJM_24300	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
caiD	NHFMJM_09645	NHFMJM_09645	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3
caiD	NHFMJM_11455	NHFMJM_11455	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
caiD	NHFMJM_12135	NHFMJM_12135	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
caiD	NHFMJM_15805	NHFMJM_15805	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
caiD	NHFMJM_20290	NHFMJM_20290	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
catC	NHFMJM_08555	NHFMJM_08555	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
cbiB	NHFMJM_07460	NHFMJM_07460	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
chlD	NHFMJM_01975	NHFMJM_01975	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
citB	NHFMJM_04205	NHFMJM_04205	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
citB	NHFMJM_19745	NHFMJM_19745	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
citB	NHFMJM_23795	NHFMJM_23795	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
citB	NHFMJM_24860	NHFMJM_24860	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
clpA	NHFMJM_00865	NHFMJM_00865	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
clpS	NHFMJM_00870	NHFMJM_00870	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
cls	NHFMJM_23115	NHFMJM_23115	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
coaE	NHFMJM_08180	NHFMJM_08180	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
cobB	NHFMJM_02265	NHFMJM_02265	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
cobD	NHFMJM_02230	NHFMJM_02230	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
cobH	NHFMJM_01985	NHFMJM_01985	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
cobI	NHFMJM_01990	NHFMJM_01990	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
cobN	NHFMJM_01965	NHFMJM_01965	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
cobO	NHFMJM_02240	NHFMJM_02240	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
cobT2	NHFMJM_18110	NHFMJM_18110	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
cobU	NHFMJM_02260	NHFMJM_02260	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
cobW	NHFMJM_01960	NHFMJM_01960	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
comP	NHFMJM_04200	NHFMJM_04200	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
comP	NHFMJM_24855	NHFMJM_24855	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
corA	NHFMJM_12515	NHFMJM_12515	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
crp	NHFMJM_14980	NHFMJM_14980	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0
csgD	NHFMJM_05415	NHFMJM_05415	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
curA	NHFMJM_24520	NHFMJM_24520	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
cusA	NHFMJM_26615	NHFMJM_26615	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
cyoE	NHFMJM_24635	NHFMJM_24635	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
cysA	NHFMJM_01455	NHFMJM_01455	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
